文件,函数名,函数签名,起始行,总行数,已执行行数,行覆盖率(%)
lighttpd1-gcov/src/algo_xxhash.h,XXH3_128bits_reset_withSecret,"XXH3_128bits_reset_withSecret(XXH3_state_t* statePtr, const void* secret, size_t secretSize)",5475,51,0,0.00
lighttpd1-gcov/src/algo_xxhash.h,XXH3_128bits_reset_withSeed,"XXH3_128bits_reset_withSeed(XXH3_state_t* statePtr, XXH64_hash_t seed)",5482,51,0,0.00
lighttpd1-gcov/src/algo_xxhash.h,XXH3_128bits_reset_withSecretandSeed,"XXH3_128bits_reset_withSecretandSeed(XXH3_state_t* statePtr, const void* secret, size_t secretSize, XXH64_hash_t seed)",5489,51,0,0.00
lighttpd1-gcov/src/algo_xxhash.h,XXH3_128bits_update,"XXH3_128bits_update(XXH3_state_t* state, const void* input, size_t len)",5496,51,0,0.00
lighttpd1-gcov/src/algo_xxhash.h,XXH128_canonicalFromHash,"XXH128_canonicalFromHash(XXH128_canonical_t* dst, XXH128_hash_t hash)",5503,51,0,0.00
lighttpd1-gcov/src/algo_xxhash.h,XXH128_hashFromCanonical,XXH128_hashFromCanonical(const XXH128_canonical_t* src),5566,51,0,0.00
lighttpd1-gcov/src/algo_xxhash.h,XXH3_generateSecret,"XXH3_generateSecret(void* secretBuffer, size_t secretSize, const void* customSeed, size_t customSeedSize)",5579,51,0,0.00
lighttpd1-gcov/src/algo_xxhash.h,XXH3_generateSecret_fromSeed,"XXH3_generateSecret_fromSeed(void* secretBuffer, XXH64_hash_t seed)",5603,51,0,0.00
lighttpd1-gcov/src/chunk.c,mmap_pagemask,mmap_pagemask (void),1,51,5,9.80
lighttpd1-gcov/src/chunk.c,mmap_align_offset,mmap_align_offset (off_t start),34,51,8,15.69
lighttpd1-gcov/src/chunk.c,__attribute_nonnull__,__attribute_nonnull__(),48,51,10,19.61
lighttpd1-gcov/src/chunk.c,__attribute_nonnull__,__attribute_nonnull__(),151,51,0,0.00
lighttpd1-gcov/src/chunk.c,chunk_file_pread,"chunk_file_pread (int fd, void *buf, size_t count, off_t offset)",163,51,0,0.00
lighttpd1-gcov/src/chunk.c,__attribute_nonnull__,__attribute_nonnull__(),171,51,0,0.00
lighttpd1-gcov/src/chunk.c,chunkqueue_write_data,"chunkqueue_write_data (const int fd, const void *buf, size_t len)",484,51,6,11.76
lighttpd1-gcov/src/chunk.c,chunkqueue_write_chunk_file_intermed,"chunkqueue_write_chunk_file_intermed (const int fd, chunk * const restrict c, log_error_st * const errh)",1374,51,0,0.00
lighttpd1-gcov/src/chunk.c,chunkqueue_write_chunk_file,"chunkqueue_write_chunk_file (const int fd, chunk * const restrict c, log_error_st * const errh)",1388,51,0,0.00
lighttpd1-gcov/src/chunk.c,chunkqueue_write_chunk_mem,"chunkqueue_write_chunk_mem (const int fd, const chunk * const restrict c)",1408,51,0,0.00
lighttpd1-gcov/src/chunk.c,chunkqueue_write_chunk,"chunkqueue_write_chunk (const int fd, chunkqueue * const restrict cq, log_error_st * const restrict errh)",1445,51,1,1.96
lighttpd1-gcov/src/chunk.c,chunkqueue_write_chunk_to_pipe,"chunkqueue_write_chunk_to_pipe (const int fd, chunkqueue * const restrict cq, log_error_st * const restrict errh)",1454,51,4,7.84
lighttpd1-gcov/src/chunk.c,chunkqueue_small_resp_optim,chunkqueue_small_resp_optim (chunkqueue * const restrict cq),1471,51,5,9.80
lighttpd1-gcov/src/chunk.c,chunk_setjmp_memcpy_cb,"chunk_setjmp_memcpy_cb (void *dst, const void *src, off_t len)",1489,51,4,7.84
lighttpd1-gcov/src/chunk.c,chunkqueue_peek_data,"chunkqueue_peek_data (chunkqueue * const cq,</pre></td>
    </tr>

    <tr>
    <td align=""right"" class=""lineno""><pre>1559</pre></td>
    <td align=""right"" class=""linebranch""></td>
    <td align=""right"" class=""linecount ""><pre></pre></td>
    <td align=""left"" class=""src ""><pre>                      char ** const data, uint32_t * const dlen,</pre></td>
    </tr>

    <tr>
    <td align=""right"" class=""lineno""><pre>1560</pre></td>
    <td align=""right"" class=""linebranch""></td>
    <td align=""right"" class=""linecount ""><pre></pre></td>
    <td align=""left"" class=""src ""><pre>                      log_error_st * const errh)",1548,51,0,0.00
lighttpd1-gcov/src/chunk.c,chunkqueue_read_data,"chunkqueue_read_data (chunkqueue * const cq,</pre></td>
    </tr>

    <tr>
    <td align=""right"" class=""lineno""><pre>1667</pre></td>
    <td align=""right"" class=""linebranch""></td>
    <td align=""right"" class=""linecount ""><pre></pre></td>
    <td align=""left"" class=""src ""><pre>                      char * const data, const uint32_t dlen,</pre></td>
    </tr>

    <tr>
    <td align=""right"" class=""lineno""><pre>1668</pre></td>
    <td align=""right"" class=""linebranch""></td>
    <td align=""right"" class=""linecount ""><pre></pre></td>
    <td align=""left"" class=""src ""><pre>                      log_error_st * const errh)",1561,51,0,0.00
lighttpd1-gcov/src/chunk.c,chunkqueue_read_squash,"chunkqueue_read_squash (chunkqueue * const restrict cq, log_error_st * const restrict errh)",1669,51,0,0.00
lighttpd1-gcov/src/chunk.c,chunkqueue_chunk_file_viewadj,"chunkqueue_chunk_file_viewadj (chunk * const c, off_t n, log_error_st * restrict errh)",1682,51,0,0.00
lighttpd1-gcov/src/http_cgi.c,http_cgi_local_redir,http_cgi_local_redir (request_st * const r),1,51,0,0.00
lighttpd1-gcov/src/http_cgi.c,http_cgi_encode_varname,"http_cgi_encode_varname (buffer * const b, const char * const restrict s, const size_t len, const int is_http_header)",24,51,0,0.00
lighttpd1-gcov/src/http_cgi.c,http_cgi_headers,"http_cgi_headers (request_st * const r, http_cgi_opts * const opts, http_cgi_header_append_cb cb, void *vdata)",96,51,0,0.00
lighttpd1-gcov/src/configparser.y,configparser_comp_key_id,"configparser_comp_key_id(const buffer * const obj_tag, const buffer * const comp_tag)",1,51,0,0.00
lighttpd1-gcov/src/configparser.y,configparser_simplify_regex,configparser_simplify_regex(buffer * const b),163,51,0,0.00
lighttpd1-gcov/src/configparser.y,configparser_parse_condition,"configparser_parse_condition(config_t * const ctx, const buffer * const obj_tag, const buffer * const comp_tag, config_cond_t cond, buffer * const rvalue)",204,51,0,0.00
lighttpd1-gcov/src/configparser.y,configparser_parse_else_condition,configparser_parse_else_condition(config_t * const ctx),242,51,0,0.00
lighttpd1-gcov/src/mod_vhostdb.c,vhostdb_cache_entry_init,"vhostdb_cache_entry_init (const buffer * const server_name, const buffer * const docroot)",1,51,0,0.00
lighttpd1-gcov/src/mod_vhostdb.c,vhostdb_cache_entry_free,vhostdb_cache_entry_free (vhostdb_cache_entry *ve),50,51,0,0.00
lighttpd1-gcov/src/mod_vhostdb.c,vhostdb_cache_free,vhostdb_cache_free (vhostdb_cache *vc),67,51,0,0.00
lighttpd1-gcov/src/mod_vhostdb.c,vhostdb_cache_init,vhostdb_cache_init (const array *opts),73,51,0,0.00
lighttpd1-gcov/src/mod_vhostdb.c,mod_vhostdb_cache_query,"mod_vhostdb_cache_query (request_st * const r, plugin_data * const p)",84,51,0,0.00
lighttpd1-gcov/src/mod_vhostdb.c,mod_vhostdb_cache_insert,"mod_vhostdb_cache_insert (request_st * const r, plugin_data * const p, vhostdb_cache_entry * const ve)",99,51,0,0.00
lighttpd1-gcov/src/mod_vhostdb.c,mod_vhostdb_tag_old_entries,"mod_vhostdb_tag_old_entries (splay_tree * const t, int * const keys, int * const ndx, const time_t max_age, const unix_time64_t cur_ts)",114,51,0,0.00
lighttpd1-gcov/src/mod_vhostdb.c,mod_vhostdb_periodic_cleanup,"mod_vhostdb_periodic_cleanup(splay_tree **sptree_ptr, const time_t max_age, const unix_time64_t cur_ts)",322,51,0,0.00
lighttpd1-gcov/src/mod_vhostdb.c,TRIGGER_FUNC,TRIGGER_FUNC(mod_vhostdb_periodic),338,51,0,0.00
lighttpd1-gcov/src/request.c,http_request_state_append,"http_request_state_append (buffer * const b, request_state_t state)",1,51,0,0.00
lighttpd1-gcov/src/request.c,http_request_state_short,http_request_state_short (request_state_t state),27,51,4,7.84
lighttpd1-gcov/src/request.c,__attribute_nonnull__,__attribute_nonnull__(),52,51,7,13.73
lighttpd1-gcov/src/request.c,__attribute_nonnull__,__attribute_nonnull__(),62,51,7,13.73
lighttpd1-gcov/src/request.c,__attribute_nonnull__,__attribute_nonnull__(),73,51,7,13.73
lighttpd1-gcov/src/request.c,li_restricted_strtoint64,"li_restricted_strtoint64 (const char *v, const uint32_t vlen, const char ** const err)",85,51,0,0.00
lighttpd1-gcov/src/request.c,http_request_validate_pseudohdrs,"http_request_validate_pseudohdrs (request_st * const restrict r, const int scheme, const unsigned int http_parseopts)",348,51,0,0.00
lighttpd1-gcov/src/request.c,http_request_parse_header,"http_request_parse_header (request_st * const restrict r, http_header_parse_ctx * const restrict hpctx)",567,51,0,0.00
lighttpd1-gcov/src/request.c,http_request_parse,"http_request_parse (request_st * const restrict r, const int scheme_port)",634,51,0,0.00
lighttpd1-gcov/src/request.c,http_request_parse_hoff,"http_request_parse_hoff (request_st * const restrict r, char * const restrict hdrs, const unsigned short * const restrict hoff, const int scheme_port)",1215,51,7,13.73
lighttpd1-gcov/src/request.c,http_request_headers_fin,http_request_headers_fin (request_st * const restrict r),1288,51,13,25.49
lighttpd1-gcov/src/request.c,http_request_headers_process,"http_request_headers_process (request_st * const restrict r, char * const restrict hdrs, const unsigned short * const restrict hoff, const int scheme_port)",1310,51,10,19.61
lighttpd1-gcov/src/request.c,http_request_headers_process_h2,"http_request_headers_process_h2 (request_st * const restrict r, const int scheme_port)",1336,47,5,10.64
lighttpd1-gcov/src/mod_accesslog.c,accesslog_append_buffer,"accesslog_append_buffer (buffer * const restrict dest,</pre></td>
    </tr>

    <tr>
    <td align=""right"" class=""lineno""><pre>609</pre></td>
    <td align=""right"" class=""linebranch""></td>
    <td align=""right"" class=""linecount ""><pre></pre></td>
    <td align=""left"" class=""src ""><pre>                         const buffer * const restrict b, esc_fn_t esc_fn)",1,51,0,0.00
lighttpd1-gcov/src/mod_accesslog.c,accesslog_append_bytes,"accesslog_append_bytes (buffer * const dest, off_t bytes, const uint32_t adj)",610,51,0,0.00
lighttpd1-gcov/src/mod_accesslog.c,accesslog_append_cookie,"accesslog_append_cookie (buffer * const restrict dest,</pre></td>
    </tr>

    <tr>
    <td align=""right"" class=""lineno""><pre>630</pre></td>
    <td align=""right"" class=""linebranch""></td>
    <td align=""right"" class=""linecount ""><pre></pre></td>
    <td align=""left"" class=""src ""><pre>                         const request_st * const restrict r,</pre></td>
    </tr>

    <tr>
    <td align=""right"" class=""lineno""><pre>631</pre></td>
    <td align=""right"" class=""linebranch""></td>
    <td align=""right"" class=""linecount ""><pre></pre></td>
    <td align=""left"" class=""src ""><pre>                         const buffer * const restrict name,</pre></td>
    </tr>

    <tr>
    <td align=""right"" class=""lineno""><pre>632</pre></td>
    <td align=""right"" class=""linebranch""></td>
    <td align=""right"" class=""linecount ""><pre></pre></td>
    <td align=""left"" class=""src ""><pre>                         esc_fn_t esc_fn)",619,51,0,0.00
lighttpd1-gcov/src/mod_accesslog.c,accesslog_append_time,"accesslog_append_time (buffer * const b, const request_st * const r,</pre></td>
    </tr>

    <tr>
    <td align=""right"" class=""lineno""><pre>660</pre></td>
    <td align=""right"" class=""linebranch""></td>
    <td align=""right"" class=""linecount ""><pre></pre></td>
    <td align=""left"" class=""src ""><pre>                       const format_field * const f,</pre></td>
    </tr>

    <tr>
    <td align=""right"" class=""lineno""><pre>661</pre></td>
    <td align=""right"" class=""linebranch""></td>
    <td align=""right"" class=""linecount ""><pre></pre></td>
    <td align=""left"" class=""src ""><pre>                       unix_timespec64_t * const ts,</pre></td>
    </tr>

    <tr>
    <td align=""right"" class=""lineno""><pre>662</pre></td>
    <td align=""right"" class=""linebranch""></td>
    <td align=""right"" class=""linecount ""><pre></pre></td>
    <td align=""left"" class=""src ""><pre>                       format_fields * const parsed_format)",633,51,0,0.00
lighttpd1-gcov/src/mod_accesslog.c,accesslog_append_remote_addr_masked,"accesslog_append_remote_addr_masked (buffer * const b, const request_st * const r)",663,51,0,0.00
lighttpd1-gcov/src/mod_accesslog.c,log_access_record_cold,"log_access_record_cold (buffer * const b, const request_st * const r,</pre></td>
    </tr>

    <tr>
    <td align=""right"" class=""lineno""><pre>830</pre></td>
    <td align=""right"" class=""linebranch""></td>
    <td align=""right"" class=""linecount ""><pre></pre></td>
    <td align=""left"" class=""src ""><pre>                        const format_field * const f, esc_fn_t esc_fn)",787,51,0,0.00
lighttpd1-gcov/src/request.h,request_set_state_error,"request_set_state_error(request_st * const r, const request_state_t state)",1,51,0,0.00
lighttpd1-gcov/src/mod_ajp13.c,mod_ajp13_merge_config_cpv,"mod_ajp13_merge_config_cpv (plugin_config * const pconf, const config_plugin_value_t * const cpv)",1,51,0,0.00
lighttpd1-gcov/src/mod_ajp13.c,mod_ajp13_merge_config,"mod_ajp13_merge_config (plugin_config * const pconf, const config_plugin_value_t *cpv)",38,51,0,0.00
lighttpd1-gcov/src/mod_ajp13.c,mod_ajp13_patch_config,"mod_ajp13_patch_config (request_st * const r, plugin_data * const p)",66,51,0,0.00
lighttpd1-gcov/src/mod_ajp13.c,SETDEFAULTS_FUNC,SETDEFAULTS_FUNC(mod_ajp13_set_defaults),75,51,0,0.00
lighttpd1-gcov/src/mod_ajp13.c,ajp13_dec_uint16,ajp13_dec_uint16 (const uint8_t * const x),85,51,0,0.00
lighttpd1-gcov/src/mod_ajp13.c,ajp13_enc_uint16_nc,"ajp13_enc_uint16_nc (uint8_t * const x, const uint32_t v)",160,51,0,0.00
lighttpd1-gcov/src/mod_ajp13.c,ajp13_enc_uint16,"ajp13_enc_uint16 (uint8_t * const x, const uint32_t n, const uint32_t v)",167,51,0,0.00
lighttpd1-gcov/src/mod_ajp13.c,ajp13_enc_byte,"ajp13_enc_byte (uint8_t * const x, const uint32_t n, const uint32_t v)",176,51,0,0.00
lighttpd1-gcov/src/mod_ajp13.c,ajp13_enc_string,"ajp13_enc_string (uint8_t * const x, uint32_t n, const char * const s, const uint32_t len)",185,51,0,0.00
lighttpd1-gcov/src/mod_ajp13.c,ajp13_stdin_append,ajp13_stdin_append (handler_ctx * const hctx),194,51,0,0.00
lighttpd1-gcov/src/mod_ajp13.c,ajp13_stdin_append_n,"ajp13_stdin_append_n (handler_ctx * const hctx, const uint32_t n)",211,51,0,0.00
lighttpd1-gcov/src/mod_ajp13.c,ajp13_method_byte,ajp13_method_byte (const http_method_t m),248,51,0,0.00
lighttpd1-gcov/src/mod_ajp13.c,ajp13_enc_request_headers,"ajp13_enc_request_headers (uint8_t * const x, uint32_t n, const request_st * const r)",276,51,0,0.00
lighttpd1-gcov/src/mod_ajp13.c,ajp13_enc_req_attribute,"ajp13_enc_req_attribute (uint8_t * const x, uint32_t n, const char * const k, const uint32_t klen, const char * const v, const uint32_t vlen)",360,51,0,0.00
lighttpd1-gcov/src/mod_ajp13.c,ajp13_enc_attribute,"ajp13_enc_attribute (uint8_t * const x, uint32_t n, const buffer * const b, uint8_t code)",419,51,0,0.00
lighttpd1-gcov/src/mod_ajp13.c,ajp13_enc_attributes,"ajp13_enc_attributes (uint8_t * const x, uint32_t n, request_st * const r)",431,51,0,0.00
lighttpd1-gcov/src/mod_ajp13.c,ajp13_enc_server_name,"ajp13_enc_server_name (uint8_t * const x, const uint32_t n, const request_st * const r)",441,51,0,0.00
lighttpd1-gcov/src/mod_ajp13.c,ajp13_env_add,"ajp13_env_add (void *venv, const char *k, size_t klen, const char *v, size_t vlen)",498,51,0,0.00
lighttpd1-gcov/src/mod_ajp13.c,ajp13_create_env,ajp13_create_env (handler_ctx * const hctx),534,51,0,0.00
lighttpd1-gcov/src/mod_ajp13.c,ajp13_expand_headers,"ajp13_expand_headers (buffer * const b, handler_ctx * const hctx, uint32_t plen)",544,51,0,0.00
lighttpd1-gcov/src/mod_ajp13.c,ajp13_recv_0,"ajp13_recv_0(const request_st * const r, const handler_ctx * const hctx)",663,51,0,0.00
lighttpd1-gcov/src/mod_ajp13.c,ajp13_recv_parse_loop,"ajp13_recv_parse_loop (request_st * const r, handler_ctx * const hctx)",768,51,0,0.00
lighttpd1-gcov/src/mod_ajp13.c,ajp13_recv_parse,"ajp13_recv_parse (request_st * const r, struct http_response_opts_t * const opts, buffer * const b, size_t n)",786,51,0,0.00
lighttpd1-gcov/src/mod_ajp13.c,ajp13_check_extension,"ajp13_check_extension (request_st * const r, void *p_d)",954,51,0,0.00
lighttpd1-gcov/src/http_kv.h,__attribute_nonnull__,__attribute_nonnull__(),1,51,0,0.00
lighttpd1-gcov/src/http_kv.h,__attribute_nonnull__,__attribute_nonnull__(),76,26,0,0.00
lighttpd1-gcov/src/http_kv.h,__attribute_nonnull__,__attribute_nonnull__(),80,22,0,0.00
lighttpd1-gcov/src/http_kv.h,__attribute_nonnull__,__attribute_nonnull__(),87,15,0,0.00
lighttpd1-gcov/src/plugin.c,PLUGIN_CALL_FN_REQ_DATA,"PLUGIN_CALL_FN_REQ_DATA(PLUGIN_FUNC_HANDLE_URI_CLEAN, handle_uri_clean)",1,51,0,0.00
lighttpd1-gcov/src/plugin.c,PLUGIN_CALL_FN_REQ_DATA,"PLUGIN_CALL_FN_REQ_DATA(PLUGIN_FUNC_HANDLE_DOCROOT, handle_docroot)",339,51,13,25.49
lighttpd1-gcov/src/plugin.c,PLUGIN_CALL_FN_REQ_DATA,"PLUGIN_CALL_FN_REQ_DATA(PLUGIN_FUNC_HANDLE_PHYSICAL, handle_physical)",340,51,13,25.49
lighttpd1-gcov/src/plugin.c,PLUGIN_CALL_FN_REQ_DATA,"PLUGIN_CALL_FN_REQ_DATA(PLUGIN_FUNC_HANDLE_SUBREQUEST_START, handle_subrequest_start)",341,51,13,25.49
lighttpd1-gcov/src/plugin.c,PLUGIN_CALL_FN_REQ_DATA,"PLUGIN_CALL_FN_REQ_DATA(PLUGIN_FUNC_HANDLE_RESPONSE_START, handle_response_start)",342,51,13,25.49
lighttpd1-gcov/src/plugin.c,PLUGIN_CALL_FN_REQ_DATA,"PLUGIN_CALL_FN_REQ_DATA(PLUGIN_FUNC_HANDLE_REQUEST_DONE, handle_request_done)",343,51,12,23.53
lighttpd1-gcov/src/plugin.c,PLUGIN_CALL_FN_REQ_DATA,"PLUGIN_CALL_FN_REQ_DATA(PLUGIN_FUNC_HANDLE_REQUEST_RESET, handle_request_reset)",344,51,11,21.57
lighttpd1-gcov/src/plugin.c,PLUGIN_CALL_FN_REQ_DATA,"PLUGIN_CALL_FN_REQ_DATA(PLUGIN_FUNC_HANDLE_REQUEST_ENV, handle_request_env)",345,51,10,19.61
lighttpd1-gcov/src/plugin.c,PLUGIN_CALL_FN_CON_DATA,"PLUGIN_CALL_FN_CON_DATA(PLUGIN_FUNC_HANDLE_CONNECTION_ACCEPT, handle_connection_accept)",346,51,10,19.61
lighttpd1-gcov/src/plugin.c,PLUGIN_CALL_FN_CON_DATA,"PLUGIN_CALL_FN_CON_DATA(PLUGIN_FUNC_HANDLE_CONNECTION_SHUT_WR, handle_connection_shut_wr)",360,51,9,17.65
lighttpd1-gcov/src/plugin.c,PLUGIN_CALL_FN_CON_DATA,"PLUGIN_CALL_FN_CON_DATA(PLUGIN_FUNC_HANDLE_CONNECTION_CLOSE, handle_connection_close)",361,51,8,15.69
lighttpd1-gcov/src/server.c,server_monotonic_secs,server_monotonic_secs (void),1,51,0,0.00
lighttpd1-gcov/src/server.c,server_epoch_secs,"server_epoch_secs (server * const srv, unix_time64_t mono_ts_delta)",447,51,14,27.45
lighttpd1-gcov/src/server.c,__attribute_nonnull__,__attribute_nonnull__(),460,51,13,25.49
lighttpd1-gcov/src/mod_staticfile.c,mod_staticfile_not_handled,"mod_staticfile_not_handled(request_st * const r, const char * const msg)",1,51,2,3.92
lighttpd1-gcov/src/mod_staticfile.c,mod_staticfile_process,"mod_staticfile_process (request_st * const r, plugin_config * const pconf)",103,51,3,5.88
lighttpd1-gcov/src/ck.c,ck_memset_compat,"ck_memset_compat(void *s, int c, size_t n)",1,51,0,0.00
lighttpd1-gcov/src/ck.c,ck_memclear_s,"ck_memclear_s (void * const s, const rsize_t smax, rsize_t n)",94,51,6,11.76
lighttpd1-gcov/src/ck.c,ck_getenv_s,"ck_getenv_s (size_t * const restrict len,</pre></td>
    </tr>

    <tr>
    <td align=""right"" class=""lineno""><pre>171</pre></td>
    <td align=""right"" class=""linebranch""></td>
    <td align=""right"" class=""linecount ""><pre></pre></td>
    <td align=""left"" class=""src ""><pre>             char * const restrict value, const rsize_t maxsize,</pre></td>
    </tr>

    <tr>
    <td align=""right"" class=""lineno""><pre>172</pre></td>
    <td align=""right"" class=""linebranch""></td>
    <td align=""right"" class=""linecount ""><pre></pre></td>
    <td align=""left"" class=""src ""><pre>             const char * const restrict name)",124,51,7,13.73
lighttpd1-gcov/src/ck.c,ck_strerror_s,"ck_strerror_s (char * const s, const rsize_t maxsize, const errno_t errnum)",173,51,0,0.00
lighttpd1-gcov/src/ck.c,ck_memeq_const_time,"ck_memeq_const_time (const void *a, size_t alen, const void *b, size_t blen)",223,51,0,0.00
lighttpd1-gcov/src/ck.c,ck_memeq_const_time_fixed_len,"ck_memeq_const_time_fixed_len (const void *a, const void *b, const size_t len)",279,51,0,0.00
lighttpd1-gcov/src/ck.c,ck_malloc,ck_malloc (size_t nbytes),310,51,9,17.65
lighttpd1-gcov/src/ck.c,ck_calloc,"ck_calloc (size_t nmemb, size_t elt_sz)",326,51,9,17.65
lighttpd1-gcov/src/ck.c,ck_realloc_u32,"ck_realloc_u32 (void **list, size_t n, size_t x, size_t elt_sz)",335,51,8,15.69
lighttpd1-gcov/src/ck.c,ck_backtrace,ck_backtrace (FILE *fp),344,51,4,7.84
lighttpd1-gcov/src/ck.c,__attribute_nonnull__,__attribute_nonnull__(),368,51,0,0.00
lighttpd1-gcov/src/ck.c,ck_bt_stderr,"ck_bt_stderr (const char *filename, unsigned int line, const char *msg, const char *fmt)",431,35,0,0.00
lighttpd1-gcov/src/ck.c,ck_bt,"ck_bt (const char *filename, unsigned int line, const char *msg)",433,33,0,0.00
lighttpd1-gcov/src/ck.c,ck_bt_abort,"ck_bt_abort (const char *filename, unsigned int line, const char *msg)",444,22,0,0.00
lighttpd1-gcov/src/chunk.h,__attribute_nonnull__,__attribute_nonnull__(),1,51,0,0.00
lighttpd1-gcov/src/chunk.h,__attribute_nonnull__,__attribute_nonnull__(),65,51,0,0.00
lighttpd1-gcov/src/chunk.h,__attribute_nonnull__,__attribute_nonnull__(),92,51,0,0.00
lighttpd1-gcov/src/chunk.h,__attribute_nonnull__,__attribute_nonnull__(),95,51,0,0.00
lighttpd1-gcov/src/chunk.h,__attribute_nonnull__,__attribute_nonnull__(),169,51,4,7.84
lighttpd1-gcov/src/chunk.h,__attribute_nonnull__,__attribute_nonnull__(),181,51,2,3.92
lighttpd1-gcov/src/chunk.h,chunk_file_view_dptr,"chunk_file_view_dptr (const chunk_file_view * const cfv, off_t offset)",190,42,0,0.00
lighttpd1-gcov/src/chunk.h,__attribute_nonnull__,__attribute_nonnull__(),194,38,0,0.00
lighttpd1-gcov/src/chunk.h,chunk_file_view_dlen,"chunk_file_view_dlen (const chunk_file_view * const cfv, off_t offset)",200,32,0,0.00
lighttpd1-gcov/src/chunk.h,chunkqueue_chunk_file_view,"chunkqueue_chunk_file_view (chunk * const c, const off_t n, log_error_st * const restrict errh)",204,28,0,0.00
lighttpd1-gcov/src/fdevent_fdnode.c,fdnode_init,fdnode_init (void),1,51,15,29.41
lighttpd1-gcov/src/fdevent_fdnode.c,fdnode_free,fdnode_free (fdnode *fdn),15,51,17,33.33
lighttpd1-gcov/src/fdevent_fdnode.c,fdevent_register,"fdevent_register (fdevents *ev, int fd, fdevent_handler handler, void *ctx)",21,51,15,29.41
lighttpd1-gcov/src/fdevent_fdnode.c,fdevent_unregister,"fdevent_unregister (fdevents *ev, fdnode *fdn)",27,51,12,23.53
lighttpd1-gcov/src/fdevent_fdnode.c,fdevent_sched_close,"fdevent_sched_close (fdevents *ev, fdnode *fdn)",50,51,4,7.84
lighttpd1-gcov/src/fdevent_fdnode.c,fdevent_fdnode_event_unsetter_retry,"fdevent_fdnode_event_unsetter_retry (fdevents *ev, fdnode *fdn)",68,51,5,9.80
lighttpd1-gcov/src/fdevent_fdnode.c,fdevent_fdnode_event_unsetter,"fdevent_fdnode_event_unsetter (fdevents *ev, fdnode *fdn)",81,51,5,9.80
lighttpd1-gcov/src/fdevent_fdnode.c,fdevent_fdnode_event_setter_retry,"fdevent_fdnode_event_setter_retry (fdevents *ev, fdnode *fdn, int events)",106,51,9,17.65
lighttpd1-gcov/src/fdevent_fdnode.c,fdevent_fdnode_event_setter,"fdevent_fdnode_event_setter (fdevents *ev, fdnode *fdn, int events)",118,51,10,19.61
lighttpd1-gcov/src/fdevent_fdnode.c,fdevent_fdnode_event_del,"fdevent_fdnode_event_del (fdevents *ev, fdnode *fdn)",143,35,9,25.71
lighttpd1-gcov/src/fdevent_fdnode.c,fdevent_fdnode_event_set,"fdevent_fdnode_event_set (fdevents *ev, fdnode *fdn, int events)",157,21,5,23.81
lighttpd1-gcov/src/fdevent_fdnode.c,fdevent_fdnode_event_add,"fdevent_fdnode_event_add (fdevents *ev, fdnode *fdn, int event)",163,15,2,13.33
lighttpd1-gcov/src/fdevent_fdnode.c,fdevent_fdnode_event_clr,"fdevent_fdnode_event_clr (fdevents *ev, fdnode *fdn, int event)",169,9,0,0.00
lighttpd1-gcov/src/fdevent.c,fdevent_load_file_bytes,"fdevent_load_file_bytes (char * const buf, const off_t sz, off_t off, const char * const fn, log_error_st *errh)",1,51,8,15.69
lighttpd1-gcov/src/fdevent_impl.c,fdevent_config,"fdevent_config (const char **event_handler_name, log_error_st *errh)",1,51,1,1.96
lighttpd1-gcov/src/fdevent_impl.c,fdevent_show_event_handlers,fdevent_show_event_handlers (void),49,51,8,15.69
lighttpd1-gcov/src/fdevent_impl.c,fdevent_init,"fdevent_init (const char *event_handler, int *max_fds, int *cur_fds, log_error_st *errh)",131,51,7,13.73
lighttpd1-gcov/src/fdevent_impl.c,fdevent_free,fdevent_free (fdevents *ev),170,51,17,33.33
lighttpd1-gcov/src/fdevent_impl.c,fdevent_reset,fdevent_reset (fdevents *ev),250,51,6,11.76
lighttpd1-gcov/src/fdevent_impl.c,fdevent_sched_run,fdevent_sched_run (fdevents * const ev),268,51,11,21.57
lighttpd1-gcov/src/fdevent_impl.c,fdevent_poll,"fdevent_poll (fdevents * const ev, const int timeout_ms)",282,51,10,19.61
lighttpd1-gcov/src/fdevent_impl.c,fdevent_linux_sysepoll_event_del,"fdevent_linux_sysepoll_event_del (fdevents *ev, fdnode *fdn)",313,51,21,41.18
lighttpd1-gcov/src/fdevent_impl.c,fdevent_linux_sysepoll_event_set,"fdevent_linux_sysepoll_event_set (fdevents *ev, fdnode *fdn, int events)",329,51,17,33.33
lighttpd1-gcov/src/fdevent_impl.c,fdevent_linux_sysepoll_poll,"fdevent_linux_sysepoll_poll (fdevents * const ev, int timeout_ms)",335,51,19,37.25
lighttpd1-gcov/src/fdevent_impl.c,fdevent_linux_sysepoll_free,fdevent_linux_sysepoll_free (fdevents *ev),349,51,17,33.33
lighttpd1-gcov/src/fdevent_impl.c,fdevent_linux_sysepoll_init,fdevent_linux_sysepoll_init (fdevents *ev),364,51,9,17.65
lighttpd1-gcov/src/fdevent_impl.c,fdevent_freebsd_kqueue_event_del,"fdevent_freebsd_kqueue_event_del (fdevents *ev, fdnode *fdn)",372,51,8,15.69
lighttpd1-gcov/src/fdevent_impl.c,fdevent_freebsd_kqueue_event_set,"fdevent_freebsd_kqueue_event_set (fdevents *ev, fdnode *fdn, int events)",411,51,0,0.00
